RecipeName,RecipeDescription,RecipeId
dm6/ChBcRn        ,Chicken Bcn Ranch Extr6                   ,4160
ad6/ChBcRn        ,Chicken Bcn Ranch Add6in                  ,4161
#NOM?,Chicken Bcn Ranch Portn                   ,4162
fBd/VegPty        ,Veggie Patty FlatBd                       ,4163
FfB/VegPty        ,Veggie Patty FtFbd                        ,4164
FtL/VegPty        ,Veggie Patty FtLong                       ,4165
Six/VegPty        ,Veggie Patty 6 inch                       ,4166
Sld/VegPty        ,Veggie Patty Salad                        ,4167
Wrp/VegPty        ,Veggie Patty Wrap                         ,4168
adF/VegPty        ,Veggie Patty AddFt                        ,4169
dmF/VegPty        ,Veggie Patty ExtrFT                       ,4170
dm6/VegPty        ,Veggie Patty Extr6                        ,4171
ad6/VegPty        ,Veggie Patty Add6in                       ,4172
#NOM?,Veggie Patty Portn                        ,4173
BxL/CCTrio        ,Cold Cut Combo BoxLn                      ,4174
fBd/CCTrio        ,Cold Cut Combo FlatBd                     ,4175
FBx/CCTrio        ,Cold Cut Combo FBxLun                     ,4176
FfB/CCTrio        ,Cold Cut Combo FtFbd                      ,4177
FtL/CCTrio        ,Cold Cut Combo FtLong                     ,4178
Six/CCTrio        ,Cold Cut Combo 6 inch                     ,4179
Sld/CCTrio        ,Cold Cut Combo Salad                      ,4180
Wrp/CCTrio        ,Cold Cut Combo Wrap                       ,4181
adF/CCTrio        ,Cold Cut Combo AddFt                      ,4182
dmF/CCTrio        ,Cold Cut Combo ExtrFT                     ,4183
dm6/CCTrio        ,Cold Cut Combo Extr6                      ,4184
ad6/CCTrio        ,Cold Cut Combo Add6in                     ,4185
#NOM?,Cold Cut Combo Portn                      ,4186
BxL/EggS          ,Egg Salad BoxLn                           ,4187
fBd/EggS          ,Egg Salad FlatBd                          ,4188
FBx/EggS          ,Egg Salad FBxLun                          ,4189
FfB/EggS          ,Egg Salad FtFbd                           ,4190
FtL/EggS          ,Egg Salad FtLong                          ,4191
Six/EggS          ,Egg Salad 6 inch                          ,4192
Sld/EggS          ,Egg Salad Salad                           ,4193
Wrp/EggS          ,Egg Salad Wrap                            ,4194
adF/EggS          ,Egg Salad AddFt                           ,4195
dmF/EggS          ,Egg Salad ExtrFT                          ,4196
ad6/EggS          ,Egg Salad Add6in                          ,4197
dm6/EggS          ,Egg Salad Extr6                           ,4198
#NOM?,Egg Salad Portn                           ,4199
Sid/HshBrn        ,Hash Browns Side                          ,4200
3Bf/EggChs        ,Egg & Cheese 3BkfFb                       ,4201
6Bf/EggChs        ,Egg & Cheese 6BkfFb                       ,4202
6Bk/EggChs        ,Egg & Cheese SixBkf                       ,4203
Bkf/EggChs        ,Egg & Cheese FtbkFb                       ,4204
FbK/EggChs        ,Egg & Cheese Ftbk                         ,4205
3Bf/HamEgg        ,Ham & Egg 3BkfFb                          ,4206
6Bf/HamEgg        ,Ham & Egg 6BkfFb                          ,4207
6Bk/HamEgg        ,Ham & Egg SixBkf                          ,4208
Bkf/HamEgg        ,Ham & Egg FtbkFb                          ,4209
FbK/HamEgg        ,Ham & Egg Ftbk                            ,4210
3Bf/BcnEgg        ,Bacon Egg & Cheese 3BkfFb                 ,4211
6Bf/BcnEgg        ,Bacon Egg & Cheese 6BkfFb                 ,4212
6Bk/BcnEgg        ,Bacon Egg & Cheese SixBkf                 ,4213
Bkf/BcnEgg        ,Bacon Egg & Cheese FtbkFb                 ,4214
FbK/BcnEgg        ,Bacon Egg & Cheese Ftbk                   ,4215
3Bf/SsgEgg        ,Sausage & Egg 3BkfFb                      ,4216
6Bf/SsgEgg        ,Sausage & Egg 6BkfFb                      ,4217
6Bk/SsgEgg        ,Sausage & Egg SixBkf                      ,4218
Bkf/SsgEgg        ,Sausage & Egg FtbkFb                      ,4219
FbK/SsgEgg        ,Sausage & Egg Ftbk                        ,4220
Soup12Soup        ,12oz Soup Soup                            ,4221
H8/HotChoc8       ,HotChoc8 8Hot                             ,4222
Can/Milk          ,Milk CanDrk                               ,4223
H8/8HTea          ,8oz Hot Tea 8Hot                          ,4224
H8/CofSS8         ,CoffeeSingleServe8oz 8Hot                 ,4225
Btl/BtlDrk        ,Bottled Drink BtlDrk                      ,4226
21oz21CDrk        ,21oz Fountain Drink 21Fnt                 ,4227
32oz32CDrk        ,32oz Carbonated Fountain 32Fnt            ,4228
16oz16CDrk        ,16oz Fountain Drink 16Fnt                 ,4229
Piz/CFPiza        ,Cheese Flt Pizza Pizza                    ,4230
Piz/VFPiza        ,Veggie Flt Pizza Pizza                    ,4231
Piz/PFPiza        ,Pepperoni Flt Pizza Pizza                 ,4232
Piz/BQCFPz        ,BBQ Chix Fltbrd Pizza Pizza               ,4233
ad6/TkyEgg        ,Turkey Egg & Cheese Add6in                ,4234
adF/TkyEgg        ,Turkey Egg & Cheese AddFt                 ,4235
adM/TkyEgg        ,Turkey Egg & Cheese AddMlt                ,4236
db6/TkyEgg        ,Turkey Egg & Cheese Extr6Bfst             ,4237
dbF/TkyEgg        ,Turkey Egg & Cheese ExtrFTBfst            ,4238
dmF/Lobstr        ,Lobster ExtrFT                            ,4239
dm6/Lobstr        ,Lobster Extr6                             ,4240
adS/Bacon         ,Bacon AddSou                              ,4241
adS/Cheese        ,Cheese AddSou                             ,4242
SoupSoupRl        ,Soup with Deli Roll Soup                  ,4243
SoupChiliR        ,Chili with Deli Roll Soup                 ,4244
Sid/BkdFry        ,Baked Fries Side                          ,4245
Piz/ChkItl        ,Chicken Italiano Pizza                    ,4246
Piz/ChxTry        ,Chicken Teriyaki Pizza                    ,4247
Piz/MSkBcn        ,Monterey Steak & Bacon Pizza              ,4248
SCD/SubC01        ,Subway Card Activate $1 ChsCrd            ,4249
SCD/SubM50        ,Subway Card Multipk Acti ChsCrd           ,4250
WpB/EggChs        ,Egg & Cheese WrapBk                       ,4251
WpB/HamEgg        ,Ham & Egg WrapBk                          ,4252
WpB/BcnEgg        ,Bacon Egg & Cheese WrapBk                 ,4253
GS6/StdBse        ,Standard Base 6FTGntSub                   ,4254
GS3/StdBse        ,Standard Base 3FTGnt                      ,4255
#NOM?,ApplePulledPrk Portn                      ,4256
#NOM?,Cheese Portn                              ,4257
adF/Cheese        ,Cheese AddFt                              ,4258
ad6/Cheese        ,Cheese Add6in                             ,4259
ad6/Bacon         ,Bacon Add6in                              ,4260
adF/Bacon         ,Bacon AddFt                               ,4261
#NOM?,Coleslaw Portn                            ,4262
PlW/StdBse        ,Standard Base WrpPlt                      ,4263
Coo/Coki36        ,36 Cookies Cookie                         ,4264
GS18StdBse        ,"Standard Base 18""GntSub                   ",4265
fBd/Plain         ,Plain FlatBd                              ,4266
FfB/Plain         ,Plain FtFbd                               ,4267
FtL/Plain         ,Plain FtLong                              ,4268
Six/Plain         ,Plain 6 inch                              ,4269
Sld/Plain         ,Plain Salad                               ,4270
3Bf/Plain         ,Plain 3BkfFb                              ,4271
fBd/PeriCh        ,Peri Peri Chicken FlatBd                  ,4272
FBx/PeriCh        ,Peri Peri Chicken FBxLun                  ,4273
FfB/PeriCh        ,Peri Peri Chicken FtFbd                   ,4274
FtL/PeriCh        ,Peri Peri Chicken FtLong                  ,4275
Six/PeriCh        ,Peri Peri Chicken 6 inch                  ,4276
Sld/PeriCh        ,Peri Peri Chicken Salad                   ,4277
fBd/Plain         ,Plain FlatBd                              ,4278
FfB/Plain         ,Plain FtFbd                               ,4279
FtL/Plain         ,Plain FtLong                              ,4280
Mni/Plain         ,Plain Mini                                ,4281
Six/Plain         ,Plain 6 inch                              ,4282
Sld/Plain         ,Plain Salad                               ,4283
3Bf/Plain         ,Plain 3BkfFb                              ,4284
DsP/Coki36        ,36 Cookies DsrtPl                         ,4285
adF/PeriCh        ,Peri Peri Chicken AddFt                   ,4286
dmF/PeriCh        ,Peri Peri Chicken ExtrFT                  ,4287
dm6/PeriCh        ,Peri Peri Chicken Extr6                   ,4288
ad6/PeriCh        ,Peri Peri Chicken Add6in                  ,4289
Wrp/Veggie        ,Veggie Delite Wrap                        ,4290
#NOM?,Sausage Portn                             ,4291
#NOM?,Egg Portn                                 ,4292
BxL/ChxCBl        ,Chix Cord Bleu BoxLn                      ,4293
fBd/ChxCBl        ,Chix Cord Bleu FlatBd                     ,4294
FBx/ChxCBl        ,Chix Cord Bleu FBxLun                     ,4295
FfB/ChxCBl        ,Chix Cord Bleu FtFbd                      ,4296
FtL/ChxPzl        ,Chicken Pizziola FtLong                   ,4297
Six/ChxPzl        ,Chicken Pizziola 6 inch                   ,4298
Sld/ChxCBl        ,Chix Cord Bleu Salad                      ,4299
Wrp/ChxCBl        ,Chix Cord Bleu Wrap                       ,4300
FtL/ChxCBl        ,Chix Cord Bleu FtLong                     ,4301
Six/ChxCBl        ,Chix Cord Bleu 6 inch                     ,4302
fBd/ChxPzl        ,Chicken Pizziola FlatBd                   ,4303
FBx/ChxPzl        ,Chicken Pizziola FBxLun                   ,4304
FfB/ChxPzl        ,Chicken Pizziola FtFbd                    ,4305
FtL/ChxPzl        ,Chicken Pizziola FtLong                   ,4306
Six/ChxPzl        ,Chicken Pizziola 6 inch                   ,4307
Sld/ChxPzl        ,Chicken Pizziola Salad                    ,4308
Wrp/ChxPzl        ,Chicken Pizziola Wrap                     ,4309
GS1818inT2        ,"18in Giant Sub Tier 2 18""GntSub           ",4310
GS1818inT3        ,"18in Giant Sub Tier 3 18""GntSub           ",4311
GS1818inT4        ,"18in Giant Sub Tier 4 18""GntSub           ",4312
GS3/3ftGT2        ,3ft Giant Sub Tier 2 3FTGnt               ,4313
GS3/3ftGT3        ,3ft Giant Sub Tier 3 3FTGnt               ,4314
GS3/3ftGT4        ,3ft Giant Sub Tier 4 3FTGnt               ,4315
GS6/6ftGT2        ,6ft Giant Sub Tier 2 6FTGntSub            ,4316
GS6/6ftGT4        ,6ft Giant Sub Tier 4 6FTGntSub            ,4317
GS6/6ftGT3        ,6ft Giant Sub Tier 3 6FTGntSub            ,4318
PlW/WpPlNP        ,Wrap Platter Non Pork WrpPlt              ,4319
PlW/WpPlNB        ,Wrap Platter Non Beef WrpPlt              ,4320
PlS/SFsFit        ,Subway Fresh Fit SndPlt                   ,4321
PlS/FlvCvr        ,Flavor Craver SndPlt                      ,4322
PlS/ClsCom        ,Classic Combo SndPlt                      ,4323
PlS/Veggie        ,Veggie Delite SndPlt                      ,4324
adF/Melt          ,Subway Melt AddFt                         ,4325
dmF/Melt          ,Subway Melt ExtrFT                        ,4326
dm6/Melt          ,Subway Melt Extr6                         ,4327
ad6/Melt          ,Subway Melt Add6in                        ,4328
#NOM?,Chicken Teriyaki Portn                    ,4329
#NOM?,Steak & Chse Portn                        ,4330
#NOM?,Tuna Portn                                ,4331
PlS/StdBse        ,Standard Base SndPlt                      ,4332
GS3/StdBse        ,Standard Base 3FTGnt                      ,4333
GS6/StdBse        ,Standard Base 6FTGntSub                   ,4334
6Bk/EggChs        ,Egg & Cheese SixBkf                       ,4335
6Bk/StkEgg        ,"Stk, Egg & Chs SixBkf                     ",4336
6Bk/BcnEgg        ,Bacon Egg & Cheese SixBkf                 ,4337
#NOM?,Rst Chicken Portn                         ,4338
adF/AddEgg        ,Egg AddFt                                 ,4339
ad6/AddEgg        ,Egg Add6in                                ,4340
fBd/BufChx        ,Buffalo Chix FlatBd                       ,4341
FBx/BufChx        ,Buffalo Chix FBxLun                       ,4342
FfB/BufChx        ,Buffalo Chix FtFbd                        ,4343
FtL/BufChx        ,Buffalo Chix FtLong                       ,4344
Six/BufChx        ,Buffalo Chix 6 inch                       ,4345
Sld/BufChx        ,Buffalo Chix Salad                        ,4346
fBd/ChBcRn        ,Chicken Bcn Ranch FlatBd                  ,4347
FBx/ChBcRn        ,Chicken Bcn Ranch FBxLun                  ,4348
FfB/ChBcRn        ,Chicken Bcn Ranch FtFbd                   ,4349
FtL/ChBcRn        ,Chicken Bcn Ranch FtLong                  ,4350
Six/ChBcRn        ,Chicken Bcn Ranch 6 inch                  ,4351
Sld/ChBcRn        ,Chicken Bcn Ranch Salad                   ,4352
BxL/ChxPzl        ,Chicken Pizziola BoxLn                    ,4353
fBd/ChxPzl        ,Chicken Pizziola FlatBd                   ,4354
FBx/ChxPzl        ,Chicken Pizziola FBxLun                   ,4355
FfB/ChxPzl        ,Chicken Pizziola FtFbd                    ,4356
FtL/ChxPzl        ,Chicken Pizziola FtLong                   ,4357
Six/ChxPzl        ,Chicken Pizziola 6 inch                   ,4358
Sld/ChxPzl        ,Chicken Pizziola Salad                    ,4359
BxL/TrkyHm        ,Turkey & Ham BoxLn                        ,4360
fBd/TrkyHm        ,Turkey & Ham FlatBd                       ,4361
FBx/TrkyHm        ,Turkey & Ham FBxLun                       ,4362
